"","X","V1","V2","V3","V4","V5","V6","V7"
"25",25,1624,"P",519248429412453,5.19647042537773,-7.9759727498601,-1.43639888709625,"Phone"
"26",26,1625,"P",706725643768407,-7.06079136665852,-4.60283699391226,3.74745671809477,"Phone"
"27",27,1626,"P",597700559761716,5.709333123615,-2.23482664468383,-7.99607721407387,"Phone"
"28",28,1627,"P",441958493373554,-4.00400246151247,-8.25063443640375,-2.88007647709461,"Phone"
"29",29,1628,"P",1137517481582563,4.28371655182708,-4.9571574734751,6.42995650523223,"Phone"
"30",30,1629,"P",866527523258091,0.888589989236751,6.53356995979715,1.67373979291494,"Phone"
"31",31,1630,"P",1560989901102464,8.83651873172356,1.46640053485683,2.18034617627924,"Phone"
"32",32,1631,"P",1554812332481886,4.5018074757174,8.36463155764697,0.409715457724748,"Phone"
"33",33,1632,"P",6541738882965.69,-1.66234103253858,-9.53597730067152,-0.783907462848685,"Phone"
"34",34,1633,"P",692778848541685,-0.360715540722662,-8.9870535570789,-4.0490738545887,"Phone"
"35",35,1634,"P",78864139176464.3,-0.445585753359513,-9.58038401564074,-0.409458315284471,"Phone"
"36",36,1635,"P",678075727108719,-2.57458098998321,-4.45866760396754,0.674481152063095,"Phone"
"37",37,1636,"P",505139784250692,2.63202309116276,-8.80157116114172,0.38012203373593,"Phone"
"38",38,1637,"P",16067257104036.8,5.20452771631981,-3.85822697344832,3.20929479320526,"Phone"
"39",39,1638,"P",1140099274796631,4.55622831365057,-2.52396002271715,0.873550045719871,"Phone"
"40",40,1639,"P",184598802067023,4.92000007026469,-2.95246578824734,3.02038357113151,"Phone"
"41",41,1640,"P",173244684413570,1.2362603304789,-4.32857568991503,3.47005445136838,"Phone"
"42",42,1641,"P",1217187225012601,9.02900556970985,-1.03962682548759,-3.86664730458685,"Phone"
"43",43,1642,"P",1470241221669139,-1.67934601992539,5.85014102868774,6.51173706735764,"Phone"
"44",44,1643,"P",709411836681074,2.06277766307846,-6.37300014647454,-4.51933236419685,"Phone"
"45",45,1644,"P",1818609509847721,-0.739949492180246,-8.3757897504197,-2.42149317878608,"Phone"
"46",46,1645,"P",1130922093734246,3.22946384410676,-5.75315076637535,-4.08345687319741,"Phone"
"47",47,1646,"P",1466432613919381,-9.0103999205512,-0.332990153877728,-1.87201308654165,"Phone"
"48",48,1647,"P",1220793174195560,5.77053120844992,-1.25905233325406,-8.37384053427532,"Phone"
"49",49,1648,"P",461856238725463,-5.38111154368169,-4.21593550384363,2.88371487549501,"Phone"
"50",50,1649,"P",1163654370695726,6.00595108094572,-1.36697847102686,-8.24040012697258,"Phone"
"51",51,1650,"P",358880635393775,-4.44230606654277,-5.79567275558338,-0.469778677027798,"Phone"
"52",52,1600,"P",253098259715348,0.00904275135672269,-0.0313994335610056,-0.00543715982003557,"Phone"
"53",53,1601,"P",264634620213173,-0.00928816614536695,-0.00674011021433613,-0.0060121047882465,"Phone"
"54",54,1602,"P",99957439323484.9,-0.00439541159948515,0.0277168289006863,-0.0079403448409028,"Phone"
"55",55,1603,"P",10514144460775.1,-0.0143745055223193,-0.00618494930563585,-0.0132009988357983,"Phone"
"56",56,1604,"P",19397483337287.5,-0.00961787962686499,0.0497566931992913,0.0243914479314622,"Phone"
"57",57,1605,"P",182034011346215,-0.0106328014626555,-0.00928973271296359,-0.010071523501619,"Phone"
"58",58,1606,"P",123650158712991,0.00584913847628067,-0.00846353736159384,-0.0103489469127826,"Phone"
"59",59,1607,"P",287745649281185,-0.0135768249953894,0.00244563252344538,-0.00942162254877311,"Phone"
"60",60,1608,"P",111389511901231,-0.0373382652632193,-0.12370748664677,0.041681049163144,"Phone"
"61",61,1609,"P",40598814030518.4,0.00616811120414202,-0.00239541202189048,-0.000802706355357143,"Phone"
"62",62,1610,"P",19673642556420.9,-0.00113029136011177,0.00770858659607843,0.00209525396509608,"Phone"
"63",63,1611,"P",940759139530.204,-0.00137544090813726,0.000393223624210364,0.00114169078434454,"Phone"
"64",64,1612,"P",6134043398871.83,0.0025424049221521,0.00490246944871513,0.00394250778051092,"Phone"
"65",65,1613,"P",176827255199809,-0.00634734990863866,-0.00736099227642017,-0.00122736667490756,"Phone"
"66",66,1614,"P",83140288613489.9,-0.000640650597955182,0.000396266443081232,-0.00121326768408964,"Phone"
"67",67,1615,"P",179309567843931,-0.00249486771966611,0.00144567789688487,-0.0356568280665022,"Phone"
"68",68,1616,"P",195736891320178,9.6335529687395e-05,8.51115604635854e-05,3.86726961705882e-05,"Phone"
"69",69,1617,"P",269882227141216,-0.00361803847594006,-0.00372927396678992,0.0040507724110493,"Phone"
"70",70,1618,"P",199439864239484,0.00158277669125406,0.0019775433477014,0.000882611949013726,"Phone"
"71",71,1619,"P",171193289144213,-0.0139686905121569,-0.00692272700280112,-0.00873546688095238,"Phone"
"72",72,1620,"P",938838158403096,0.0133502049158151,-0.0231039696102773,0.00751744100693641,"Phone"
"73",73,1621,"P",170380666958331,-0.0154138093863025,-0.00145078890308123,-0.0178892813377031,"Phone"
"74",74,1622,"P",1149097253948194,-0.00381323979847815,0.000276773920656302,0.00123626107948235,"Phone"
"75",75,1623,"P",3356559174776.13,0.00336779851578768,-0.00184885215635854,0.00086071109487395,"Phone"
"76",76,1624,"P",519252122728376,-5.05677327745097e-05,-0.00279439296074818,0.00362376156599972,"Phone"
"77",77,1625,"P",708119047547114,-0.00489264313325126,-0.00613796545532493,-0.00505529227217507,"Phone"
"78",78,1626,"P",599501951105374,-0.00856207832511429,0.00493430767759412,0.00491220169564874,"Phone"
"79",79,1627,"P",443366367293728,-0.00128399458591597,-0.0277295198606067,0.00983126795723389,"Phone"
"80",80,1628,"P",1138940736979783,-0.0101754838159224,0.00815267709289076,-0.0014225850116451,"Phone"
"81",81,1629,"P",1128326745533183,0.0153314713377933,0.000201206593969188,0.00755634682813137,"Phone"
"82",82,1630,"P",1561001197473038,-0.00356194003268263,-0.000239302178619048,-0.0260348707543171,"Phone"
"83",83,1631,"P",1554812551083325,-0.0342932651884258,-0.00949790350868067,-0.00604832341743109,"Phone"
"84",84,1632,"P",6545223581392.91,-0.000905957431459104,-0.00175606024695798,0.0015811054832605,"Phone"
"85",85,1633,"P",694168471611599,-0.00657274709272689,0.0284551626813389,0.0132650465465975,"Phone"
"86",86,1634,"P",78867849683165.8,-0.011807011594865,-0.0146750916078627,0.0273140017633137,"Phone"
"87",87,1635,"P",676879847959586,-0.00636617158539048,-0.00713674917735854,-0.00902718509665518,"Phone"
"88",88,1636,"P",505139882282353,-0.0172847075746555,-0.0202271658645361,-0.00351437702092437,"Phone"
"89",89,1637,"P",16070172378578.9,-0.136203200805028,-1.25048101312132,0.577821410636249,"Phone"
"90",90,1638,"P",1140097783357992,-0.212867683730297,-0.447310415959748,0.245519849207647,"Phone"
"91",91,1639,"P",184600653326660,-0.0957777052125854,-0.204468939542157,0.326395400591429,"Phone"
"92",92,1640,"P",173243239571767,-0.00819750097503642,-0.115725095157964,0.176433324230936,"Phone"
"93",93,1641,"P",1219908776588221,0.00280997075207283,0.00141886062893557,-0.000284965686330532,"Phone"
"94",94,1642,"P",1472258652600374,0.00232478308994398,0.00151822554431373,0.00212187563254902,"Phone"
"95",95,1643,"P",711107608185384,0.0415820162805602,0.0521549902287115,-0.00764543640941176,"Phone"
"96",96,1644,"P",1819293862155492,-0.0258927891214286,-0.0026733048770028,0.0187298566855462,"Phone"
"97",97,1645,"P",1130520241524472,-0.00212038350717087,0.00348165430445378,-1.70084339495797e-05,"Phone"
"98",98,1646,"P",1466259009179806,0.00211978672666667,0.0024408579472549,-0.000362249594285714,"Phone"
"99",99,1647,"P",1220791218945505,-0.0247985808507003,-0.00193866198557423,-0.00486082860501401,"Phone"
"100",100,1648,"P",461518207875101,0.00157223491,-0.00406590851764706,-0.000893091486638655,"Phone"
"101",101,1649,"P",1163662830228452,-0.0233110897380112,-0.00352313096179272,-0.0024390677070028,"Phone"
"102",102,1650,"P",359188261013354,0.00188047517988796,0.00177812629613445,0.000118163757591036,"Watch"
"103",103,1600,"P",91317163618685.3,5.49037165468949,-0.831785748990985,1.91085808049564,"Watch"
"104",104,1601,"P",1896996982308361,-6.16709324862391,-2.75761819367259,2.60754900488899,"Watch"
"105",105,1602,"P",523117817319650,7.22274216601598,-2.98779234547024,1.89867886713437,"Watch"
"106",106,1603,"P",9358692571324.72,8.54671454430455,-2.36636191771423,-0.844726660481831,"Watch"
"107",107,1604,"P",697509506710936,6.64592528260751,-1.7566714808663,2.3448957868071,"Watch"
"108",108,1605,"P",10840954737790.8,4.55238898900568,-4.48121847169695,2.8349704081681,"Watch"
"109",109,1606,"P",801762643296226,6.2157128917286,-5.80811013589484,-1.68403196120208,"Watch"
"110",110,1607,"P",115337453558495,-3.55023718216316,-6.77605848128816,-1.93747475776619,"Watch"
"111",111,1608,"P",789106506102813,0.421771064456588,-4.1165913714288,-2.42267157956649,"Watch"
"112",112,1609,"P",852391792454466,0.745385404745909,-2.89390619675406,1.40713667802436,"Watch"
"113",113,1610,"P",20601937207154.9,6.83586759565542,-2.27658877305825,3.30036215997656,"Watch"
"114",114,1611,"P",2296029189040.01,3.74859832853725,-4.51433934759304,6.4631539691982,"Watch"
"115",115,1612,"P",7440908009253.17,0.128815981358918,-6.22025867593065,5.72545210281185,"Watch"
"116",116,1613,"P",615989647741673,6.55543961778397,-1.21487978522782,1.2510562796894,"Watch"
"117",117,1614,"P",82252482404800.4,-4.94732912985512,-1.5299748667484,0.149852426011373,"Watch"
"118",118,1615,"P",90549227702530.1,5.65455759262985,-2.86064623521098,0.439504365751096,"Watch"
"119",119,1616,"P",107418874248350,-0.37050607568846,-8.78935137451595,4.09222264614147,"Watch"
"120",120,1617,"P",181115243156726,1.26529878021797,-3.33189776707071,-6.62143710163273,"Watch"
"121",121,1618,"P",109230552648347,-0.504063180553964,-6.55386320208044,7.07303190092094,"Watch"
"122",122,1619,"P",351715471754923,6.29177386278585,-2.2024944651514,1.18655793288677,"Watch"
"123",123,1620,"P",38753401893797,3.75959908423043,-3.62078052921198,1.38814321177121,"Watch"
"124",124,1621,"P",178245026773536,6.36743094874979,-3.46464608301259,-0.353121176572067,"Watch"
"125",125,1622,"P",23467239078169.4,4.21446020533525,-4.01834935398247,4.18470316042136,"Watch"
"126",126,1623,"P",11465352957828.8,7.88380786961781,-2.17673967123517,-2.31028737562938,"Watch"
"127",127,1624,"P",293483466929441,3.62252272765698,-4.26109765741581,6.84204581068644,"Watch"
"128",128,1625,"P",482237029284653,5.82350671876644,-1.78143675448932,0.143616520364993,"Watch"
"129",129,1626,"P",373535608821823,-1.67920090306602,-5.36820226270635,1.03256387021251,"Watch"
"130",130,1627,"P",217590360270932,4.38675603417437,-3.19018635259404,5.01507090273819,"Watch"
"131",131,1628,"P",913479567248202,-7.87194215589115,0.553075081583079,0.60843567794896,"Watch"
"132",132,1629,"P",862912928976323,6.44965596631096,-3.95864173266505,2.54548073133108,"Watch"
"133",133,1630,"P",1335205837484200,4.73819150775434,-4.29640096926175,-3.8403908081511,"Watch"
"134",134,1631,"P",1329019433791369,6.8750937116147,-4.34983764662746,1.10532310921786,"Watch"
"135",135,1632,"P",7097375615316.52,5.5173819363215,-1.84343527522086,2.81467006949012,"Watch"
"136",136,1633,"P",699709266082094,0.551912357840777,-8.71261447120333,-0.597181103482247,"Watch"
"137",137,1634,"P",84417717972572.7,7.15401922603395,-4.24544458235262,-0.624207503349792,"Watch"
"138",138,1635,"P",65501117314440.9,7.39990779304386,-3.61019597695123,0.897660067260055,"Watch"
"139",139,1636,"P",510686881232588,-5.19125408782283,5.07461647835035,3.45564742708888,"Watch"
"140",140,1637,"P",12837674708997.5,2.18836830495775,-5.8828770905792,-3.28826296846154,"Watch"
"141",141,1638,"P",1136370033989531,1.81938546693218,-7.93122245088766,3.04062059551653,"Watch"
"142",142,1639,"P",181114166566265,-2.34928572315717,-7.40877997617198,3.2047824130658,"Watch"
"143",143,1640,"P",169566947209655,-0.200788349360416,-6.31534655506546,-3.46232309551082,"Watch"
"144",144,1641,"P",1220654920949829,4.13637321116644,-4.33813683026438,-2.66718211239964,"Watch"
"145",145,1642,"P",1471428264686195,-1.98498003781442,-6.40456675151531,5.78497661490863,"Watch"
"146",146,1643,"P",712770817647524,5.14479146344707,-5.1206039312785,3.2235957984111,"Watch"
"147",147,1644,"P",1821177561600485,-1.62057104491556,-6.63717934698141,-2.82715229543856,"Watch"
"148",148,1645,"P",1134689381997202,7.29408482195071,-3.61013997566519,0.0288041223044106,"Watch"
"149",149,1646,"P",1469443378600946,5.20043755097656,-3.63511752232921,-3.31895326812777,"Watch"
"150",150,1647,"P",729123617101718,5.2202195605068,-3.62109480078377,-0.279219416780943,"Watch"
"151",151,1648,"P",2528655992561838,-5.64901763531745,-5.27024324902208,-2.10261844250813,"Watch"
"152",152,1649,"P",2724492543791610,6.41631669343648,-2.38991242608804,-1.37196619597573,"Watch"
"153",153,1650,"P",2428846609434521,5.29401863228247,-3.95785209399589,0.309821164976671,"Watch"
"154",154,1600,"P",91317163603208.5,-0.0853067928402165,-0.345567435343371,0.408879121023539,"Watch"
"155",155,1601,"P",1897024540382625,-0.0926589812050042,0.366720162541771,-0.263138981459256,"Watch"
"156",156,1602,"P",523117635572426,-0.126231200720158,-0.171766408079628,0.156761547790397,"Watch"
"157",157,1603,"P",9364097354309.83,-0.0147643408403275,-0.423274935952373,0.245865668063092,"Watch"
"158",158,1604,"P",697509799360125,0.125963878603747,-0.356440591688787,0.479198079630086,"Watch"
"159",159,1605,"P",10839814828751,-0.0025375455016736,-0.151446863653918,0.209855337830103,"Watch"
"160",160,1606,"P",801760881024548,-0.385801241497974,-1.49035565280902,0.323913802654149,"Watch"
"161",161,1607,"P",115336739400382,-0.165999991326303,1.26118510550065,0.0150506223014183,"Watch"
"162",162,1608,"P",789107722093303,-0.21814062803375,-0.414094949221013,0.460682309067796,"Watch"
"163",163,1609,"P",852391723655366,-0.115895870169166,-0.233654138567791,-0.193247397101016,"Watch"
"164",164,1610,"P",20602331125556.5,0.0303937130189564,-0.186389177325867,0.225112171461915,"Watch"
"165",165,1611,"P",2297111133785.72,-0.0268058254317236,-0.0292230819975576,0.0498662420332695,"Watch"
"166",166,1612,"P",7441599759831.94,-0.0118659753583791,-0.0421919722690536,-0.0140456110431502,"Watch"
"167",167,1613,"P",615999345725828,0.15352964754257,-0.289508864682404,0.348426500039356,"Watch"
"168",168,1614,"P",82255908780110.1,0.0117413009166722,0.630229383606805,-0.431726387372931,"Watch"
"169",169,1615,"P",90529493691236.6,-0.250506423224979,-0.903379550817041,0.487511109939412,"Watch"
"170",170,1616,"P",107418131272848,0.00106692864466292,0.000896954859693311,0.000439302628886483,"Watch"
"171",171,1617,"P",181115496480088,0.00135616490465612,-0.0754223441774632,-0.0359142929074577,"Watch"
"172",172,1618,"P",109386922719871,-0.00631456539585623,-0.00100687238720233,0.000338186576816542,"Watch"
"173",173,1619,"P",351713097954854,0.0158552999728365,-0.284290471551318,0.245777999773661,"Watch"
"174",174,1620,"P",38758814869462,-0.143623810011046,-0.59346029984509,0.308566011806378,"Watch"
"175",175,1621,"P",178244864314600,0.0644895490504024,-0.0866384329036331,0.0483360016584419,"Watch"
"176",176,1622,"P",23767543375323.2,-0.102012172394485,-0.176233316664347,0.240037126211124,"Watch"
"177",177,1623,"P",11461575348932.7,-0.314390752984874,-1.37665415316958,0.677440329073386,"Watch"
"178",178,1624,"P",293483961136275,-0.0451401679503386,-0.0659478102153084,0.0634968241739661,"Watch"
"179",179,1625,"P",482237255841195,-0.119123197156045,-0.23137919047008,-0.000407726016722176,"Watch"
"180",180,1626,"P",373535364565235,-0.0641214182208149,-0.104918798037738,0.107705640575853,"Watch"
"181",181,1627,"P",217590091963629,0.0620653063085901,-0.284313797728199,0.254108837398449,"Watch"
"182",182,1628,"P",913479396713044,-0.195889403584882,0.0801102396846989,0.0843468036233694,"Watch"
"183",183,1629,"P",861945624083034,0.0516067529903691,-0.311961151089539,0.348456376315938,"Watch"
"184",184,1630,"P",1335205279637405,-0.228804619048876,-2.11407849366814,0.668687277141557,"Watch"
"185",185,1631,"P",1329018146412826,-0.180527508505706,-0.587363933819831,0.375660444213628,"Watch"
"186",186,1632,"P",7095470526918.18,0.0495508132965029,-0.214505943681404,0.250944314831946,"Watch"
"187",187,1633,"P",699705445969233,0.0637153044790175,0.231286086917821,0.0100581675131002,"Watch"
"188",188,1634,"P",84418016885613.9,-0.394287778410513,-1.00428578441539,0.477773054078185,"Watch"
"189",189,1635,"P",65504463153327.3,-0.10948351011655,-0.464981993021782,0.441532439563558,"Watch"
"190",190,1636,"P",510683712816772,-0.0774621227094172,0.359390718992007,0.130443768223072,"Watch"
"191",191,1637,"P",14306424910640.3,0.000879884977629754,-0.00431191097996114,-0.0039914155573411,"Watch"
"192",192,1638,"P",1137608893704015,0.0288647344443242,-0.00394617960249792,0.00169827290144324,"Watch"
"193",193,1639,"P",182212222163341,-0.0056518446859839,0.00685991266541771,-0.00101529688012767,"Watch"
"194",194,1640,"P",170935806755374,-0.00323452500444074,0.0034698707758257,0.00132160213213988,"Watch"
"195",195,1641,"P",1220651882238704,-0.234078063058063,-2.03126951081898,0.176442543833278,"Watch"
"196",196,1642,"P",1471428839238173,-0.00127896565187066,-0.000358321161742992,-0.00139625906941715,"Watch"
"197",197,1643,"P",712766808990086,-0.0567808982421038,-0.745453749322798,0.475113148125312,"Watch"
"198",198,1644,"P",1821177663386881,-0.10472485668824,-0.215890447575737,-0.15132337282771,"Watch"
"199",199,1645,"P",1134689533740153,0.21356773762227,0.0223738423609506,-0.0559450465150763,"Watch"
"200",200,1646,"P",1469438860334724,-0.00128532053091868,-2.13797475391678,-0.047938343187083,"Watch"
"201",201,1647,"P",729123249411987,0.0122007854391202,-1.01621985886944,0.316606952287907,"Watch"
"202",202,1648,"P",2528657864736384,-0.297207332078491,2.4082536659519,-0.237538433004094,"Watch"
"203",203,1649,"P",2724492831521521,0.0251227202313072,-0.712402362860283,0.58364336825179,"Watch"
"204",204,1650,"P",2428847245316860,-0.0907840187295865,-0.705330337635887,0.209492859587491,"Watch"
"205",1,1600,"J",254033722017632,2.85143314038623,6.85136752174643,5.65702983708368,"Phone"
"206",2,1601,"J",267123101401606,-1.02313944395186,0.910100361038203,9.56503931514134,"Phone"
"207",3,1602,"J",101684693183778,-1.24704447967954,-1.59794974229667,8.9435905211307,"Phone"
"208",4,1603,"J",11504120176095.2,8.91691057279597,0.336018971432522,4.05030261043941,"Phone"
"209",5,1604,"J",16089981466771.6,3.25276405281276,5.57062768169605,6.56874196582704,"Phone"
"210",6,1605,"J",181787088242559,6.63346967746991,-0.3416627339555,7.12431888505458,"Phone"
"211",7,1606,"J",126257859877707,-9.75648979638959,-0.897731658195074,-2.17770270906846,"Phone"
"212",8,1607,"J",291475282421934,-3.83332431196474,2.01624868170641,-8.74025895572348,"Phone"
"213",9,1608,"J",47868094707120.2,3.99624178598954,8.53302712093311,0.740027862453069,"Phone"
"214",10,1609,"J",39463213942494.8,8.17574674452281,-4.89730580953017,-1.33292543436807,"Phone"
"215",11,1610,"J",17130977231831.7,8.37131778371117,3.09510038751749,2.14604297310383,"Phone"
"216",12,1611,"J",1755485920470.23,9.33401361530926,-0.305885517849538,1.14470769373496,"Phone"
"217",13,1612,"J",7400766250888.61,-9.95626787279597,0.861977381642877,-0.943957393165407,"Phone"
"218",14,1613,"J",176062545717229,1.51764160643717,5.0990698308984,8.09338575936188,"Phone"
"219",15,1614,"J",83811003345669.3,2.72538070490712,8.28298550076923,3.51503072564596,"Phone"
"220",16,1615,"J",166125044304225,8.50503549370277,-0.987196777956899,-4.79461979123985,"Phone"
"221",17,1616,"J",194787473330802,-0.183509741624787,0.0300534774456166,9.15786355713661,"Phone"
"222",18,1617,"J",266483090159722,-7.46429101497341,-5.37811616745032,2.80983938032466,"Phone"
"223",19,1618,"J",199166643672609,-2.43381005505178,-0.689754628396306,8.85718159557794,"Phone"
"224",20,1619,"J",170753528236946,-5.36547217002519,-2.69557493084187,7.57516990201511,"Phone"
"225",21,1620,"J",940911734853042,2.90227695254254,8.89124592033515,-1.6877687728192,"Phone"
"226",22,1621,"J",169022467082015,-3.51053911367912,8.53723510666107,-3.0106796563672,"Phone"
"227",23,1622,"J",289745684026411,-6.3491173697733,-7.48029109359082,0.402014705774319,"Phone"
"228",24,1623,"J",1467807034795.42,-1.27099881832136,-9.62227483422894,-0.953864114446124,"Phone"
"229",25,1624,"J",517543222801277,6.87547287047299,-4.30767579997201,-5.62701309524209,"Phone"
"230",26,1625,"J",705403885452969,-4.74627935103554,-7.52770994020431,2.10985551054076,"Phone"
"231",27,1626,"J",597124827611282,-6.9060813829555,-0.464954516080045,-7.70172934108592,"Phone"
"232",28,1627,"J",440219938092276,0.388196621043598,-8.97485190289673,1.66691915011808,"Phone"
"233",29,1628,"J",1136312638637347,-4.11808132377134,-6.42940640370837,-5.0662843755882,"Phone"
"234",30,1629,"J",605823062931451,0.295556476770221,2.58004921395186,-0.83484587225021,"Phone"
"235",31,1630,"J",1559186401309224,4.79543943946264,3.49404036610691,6.97201592698013,"Phone"
"236",32,1631,"J",1552820169376972,-1.09796164365001,2.97799787712846,8.57779173991044,"Phone"
"237",33,1632,"J",1939306981396.45,1.6931607204616,-3.17311424896166,-9.3301154963616,"Phone"
"238",34,1633,"J",693249141342391,1.85947095020907,-8.71326563140218,2.73771621766023,"Phone"
"239",35,1634,"J",77510038744808.6,5.68145225118948,0.177716374634867,-8.32380496705849,"Phone"
"240",36,1635,"J",677496796423269,-3.3274490523712,-3.66285406321131,3.95637662845788,"Phone"
"241",37,1636,"J",504197624405061,-2.6720723472712,-8.77609333042261,2.70624034264204,"Phone"
"242",38,1637,"J",15079401706751.3,-4.57182203948195,-5.25953248303263,6.02920108057677,"Phone"
"243",39,1638,"J",1137973859123428,-5.62656404574223,-7.22126164549695,-0.764398184420963,"Phone"
"244",40,1639,"J",182905156046482,-4.47487965645424,-6.94246655500313,1.80294243199863,"Phone"
"245",41,1640,"J",171973831686490,-6.19512588105234,-6.62178345625525,0.841080986496753,"Phone"
"246",42,1641,"J",1217456611395922,9.36205625239888,-0.186733366689149,-3.24652426968452,"Phone"
"247",43,1642,"J",1470604907603288,-4.49526787343903,5.70893986539542,1.95895010488003,"Phone"
"248",44,1643,"J",708694663958751,4.3281832148895,-3.27932349151609,-6.5103122393005,"Phone"
"249",45,1644,"J",1816446063710628,0.893905720292247,-8.51531937391548,2.39777963403638,"Phone"
"250",46,1645,"J",1129580716289980,7.22879687433962,-2.75405098404472,-5.77839407839553,"Phone"
"251",47,1646,"J",1465210862437688,-8.88609150548576,-0.648292098002038,-0.645881032376982,"Phone"
"252",48,1647,"J",1220359996386462,4.43162529493423,-4.40209999115589,-8.00503482146656,"Phone"
"253",49,1648,"J",461970260858854,-2.42026048318931,0.033604836522686,2.00510621578365,"Phone"
"254",50,1649,"J",1164355207551210,7.66786062952701,0.653673019563392,-6.78620658219983,"Phone"
"255",51,1650,"J",357778324202084,-5.62815514248357,-5.35656776036918,-4.68057705717382,"Phone"
"256",52,1600,"J",254033847902650,0.000245243970936099,-0.00368192699005858,-0.00162548015068442,"Phone"
"257",53,1601,"J",267121924240443,-0.0123724286322926,-0.00667827961404709,-0.00495976443777466,"Phone"
"258",54,1602,"J",101553586229547,0.0010760311609162,0.000202187515476457,0.000733448254127242,"Phone"
"259",55,1603,"J",11512998866959.8,-0.0147175480876345,-0.00610668520929372,-0.013037173962528,"Phone"
"260",56,1604,"J",16089970453151.9,0.00260166202228924,-0.00044743576978167,-0.00144209669570572,"Phone"
"261",57,1605,"J",181786110596838,-0.0122203866154933,-0.00693183231474776,-0.0113874023599944,"Phone"
"262",58,1606,"J",126258930693023,0.00518815933346497,-0.00150739130956502,-0.00422535453358352,"Phone"
"263",59,1607,"J",291474384586828,-0.00686234217175448,-0.00679098624288677,-0.00191123610882287,"Phone"
"264",60,1608,"J",120231872217027,-0.000285345342339406,0.000388996481706839,0.000682185040821188,"Phone"
"265",61,1609,"J",39439754323207.6,0.0270623947434515,-0.00786963905602298,-0.016024940449095,"Phone"
"266",62,1610,"J",17187118840364.4,-0.00040618398377102,0.000464465053676009,0.00180039169190695,"Phone"
"267",63,1611,"J",1755776793249.17,-0.00112867142398346,0.00123760839746889,0.00165164417054905,"Phone"
"268",64,1612,"J",7401008710304.46,0.000163595772007848,-2.20628046987108e-05,7.02340505227018e-05,"Phone"
"269",65,1613,"J",176064241631391,-0.00665909708952354,-0.00660864034150224,0.00167962766654148,"Phone"
"270",66,1614,"J",83553864872828.5,-0.000846718077158072,-0.00204543917628924,-0.00478234470863229,"Phone"
"271",67,1615,"J",166123114877761,1.85132254167602e-05,0.000450078680995516,-2.80200785529708e-05,"Phone"
"272",68,1616,"J",194646403535578,-1.15894950159753e-05,2.8178296690583e-05,0.00022827028230185,"Phone"
"273",69,1617,"J",266483496259933,0.00504554015961351,0.000794363664097534,0.00341753254834053,"Phone"
"274",70,1618,"J",199176363913012,-0.000115279130745796,0.000110527860987668,-0.000587929529745796,"Phone"
"275",71,1619,"J",170752470795197,-0.0133346149814182,-0.00584372796036996,-0.00943153147853139,"Phone"
"276",72,1620,"J",941373638837474,-0.000354997775730381,-0.00471034288399916,-0.0116292458169266,"Phone"
